Left,Right,Count
1.0986122886681098,1.7555281289647306,150639
1.7555281289647306,2.4124439692613517,163790
2.4124439692613517,3.069359809557972,121151
3.069359809557972,3.7262756498545935,97245
3.7262756498545935,4.383191490151214,81931
4.383191490151214,5.040107330447835,73091
5.040107330447835,5.697023170744456,64959
5.697023170744456,6.353939011041077,59200
6.353939011041077,7.010854851337698,55662
7.010854851337698,7.667770691634319,51978
7.667770691634319,8.324686531930938,50176
8.324686531930938,8.98160237222756,46526
8.98160237222756,9.63851821252418,45236
9.63851821252418,10.2954340528208,42166
10.2954340528208,10.952349893117422,42336
10.952349893117422,11.609265733414043,40271
11.609265733414043,12.266181573710664,39466
12.266181573710664,12.923097414007286,37313
12.923097414007286,13.580013254303905,37125
13.580013254303905,14.236929094600526,35764
14.236929094600526,14.893844934897148,35374
14.893844934897148,15.550760775193767,34832
15.550760775193767,16.20767661549039,33048
16.20767661549039,16.86459245578701,33013
16.86459245578701,17.52150829608363,31265
17.52150829608363,18.178424136380254,28106
18.178424136380254,18.835339976676874,27042
18.835339976676874,19.492255816973493,23506
19.492255816973493,20.149171657270116,23430
20.149171657270116,20.806087497566736,21750
20.806087497566736,21.46300333786336,19701
21.46300333786336,22.11991917815998,18489
22.11991917815998,22.776835018456598,18863
22.776835018456598,23.43375085875322,15968
23.43375085875322,24.09066669904984,15809
24.09066669904984,24.747582539346464,14748
24.747582539346464,25.404498379643083,14525
25.404498379643083,26.061414219939703,12807
26.061414219939703,26.718330060236326,12252
26.718330060236326,27.375245900532946,12021
27.375245900532946,28.032161740829565,11431
28.032161740829565,28.689077581126188,10757
28.689077581126188,29.345993421422808,9809
29.345993421422808,30.002909261719427,9606
30.002909261719427,30.65982510201605,9068
30.65982510201605,31.31674094231267,8389
31.31674094231267,31.973656782609293,8441
31.973656782609293,32.63057262290591,7581
32.63057262290591,33.28748846320253,7321
33.28748846320253,33.94440430349915,7495
33.94440430349915,34.601320143795775,6482
34.601320143795775,35.258235984092394,6326
35.258235984092394,35.915151824389014,5624
35.915151824389014,36.57206766468563,6561
36.57206766468563,37.22898350498225,5622
37.22898350498225,37.88589934527887,5405
37.88589934527887,38.5428151855755,5182
38.5428151855755,39.19973102587212,5043
39.19973102587212,39.85664686616874,4905
39.85664686616874,40.51356270646536,4501
40.51356270646536,41.17047854676198,4120
41.17047854676198,41.827394387058604,4007
41.827394387058604,42.48431022735522,3948
42.48431022735522,43.14122606765184,3376
43.14122606765184,43.79814190794846,3833
43.79814190794846,44.45505774824508,3538
44.45505774824508,45.11197358854171,3380
45.11197358854171,45.76888942883833,2934
45.76888942883833,46.42580526913495,2885
46.42580526913495,47.08272110943157,2715
47.08272110943157,47.73963694972819,2242
47.73963694972819,48.39655279002481,3183
48.39655279002481,49.05346863032143,2183
49.05346863032143,49.71038447061805,2576
49.71038447061805,50.36730031091467,2127
50.36730031091467,51.02421615121129,1735
51.02421615121129,51.68113199150791,2123
51.68113199150791,52.33804783180454,1854
52.33804783180454,52.99496367210116,1618
52.99496367210116,53.65187951239778,1615
53.65187951239778,54.308795352694396,1577
54.308795352694396,54.965711192991016,1581
54.965711192991016,55.62262703328764,1345
55.62262703328764,56.27954287358426,1145
56.27954287358426,56.93645871388088,1399
56.93645871388088,57.5933745541775,738
57.5933745541775,58.25029039447412,1261
58.25029039447412,58.90720623477074,879
58.90720623477074,59.56412207506737,937
59.56412207506737,60.221037915363986,700
60.221037915363986,60.877953755660606,707
60.877953755660606,61.534869595957225,733
61.534869595957225,62.191785436253845,717
62.191785436253845,62.84870127655047,371
62.84870127655047,63.50561711684709,547
63.50561711684709,64.16253295714371,179
64.16253295714371,64.81944879744033,544
64.81944879744033,65.47636463773695,0
65.47636463773695,66.13328047803357,359
66.13328047803357,66.79019631833019,166
