Left,Right,Count
0.0009765625,0.010966796875,449180
0.010966796875,0.02095703125,278367
0.02095703125,0.030947265625,159780
0.030947265625,0.0409375,106498
0.0409375,0.050927734375000006,78369
0.050927734375000006,0.06091796875,62287
0.06091796875,0.070908203125,48979
0.070908203125,0.0808984375,44880
0.0808984375,0.09088867187500001,37238
0.09088867187500001,0.10087890625000001,33808
0.10087890625000001,0.110869140625,27245
0.110869140625,0.120859375,29382
0.120859375,0.130849609375,25235
0.130849609375,0.14083984375,22225
0.14083984375,0.15083007812500002,19978
0.15083007812500002,0.1608203125,22603
0.1608203125,0.170810546875,16279
0.170810546875,0.18080078125000001,17984
0.18080078125000001,0.190791015625,16223
0.190791015625,0.20078125000000002,15199
0.20078125000000002,0.210771484375,14428
0.210771484375,0.22076171875,14032
0.22076171875,0.23075195312500002,13552
0.23075195312500002,0.2407421875,12134
0.2407421875,0.250732421875,14208
0.250732421875,0.26072265625,10096
0.26072265625,0.27071289062500004,10027
0.27071289062500004,0.280703125,11087
0.280703125,0.290693359375,11540
0.290693359375,0.30068359375000003,8452
0.30068359375000003,0.310673828125,10251
0.310673828125,0.3206640625,8822
0.3206640625,0.33065429687500003,8872
0.33065429687500003,0.34064453125,10785
0.34064453125,0.350634765625,7280
0.350634765625,0.36062500000000003,7486
0.36062500000000003,0.370615234375,8778
0.370615234375,0.38060546875,7772
0.38060546875,0.390595703125,7034
0.390595703125,0.40058593750000004,6417
0.40058593750000004,0.410576171875,7996
0.410576171875,0.42056640625,8294
0.42056640625,0.43055664062500004,6502
0.43055664062500004,0.440546875,4868
0.440546875,0.450537109375,8445
0.450537109375,0.46052734375000004,7200
0.46052734375000004,0.470517578125,5641
0.470517578125,0.4805078125,6600
0.4805078125,0.49049804687500004,6127
0.49049804687500004,0.50048828125,4427
0.50048828125,0.510478515625,8929
0.510478515625,0.52046875,3987
0.52046875,0.530458984375,6898
0.530458984375,0.5404492187500001,4605
0.5404492187500001,0.550439453125,3612
0.550439453125,0.5604296875,5911
0.5604296875,0.570419921875,6494
0.570419921875,0.58041015625,5333
0.58041015625,0.590400390625,4246
0.590400390625,0.6003906250000001,4619
0.6003906250000001,0.610380859375,6115
0.610380859375,0.62037109375,6183
0.62037109375,0.630361328125,3862
0.630361328125,0.6403515625,5523
0.6403515625,0.650341796875,4535
0.650341796875,0.6603320312500001,3185
0.6603320312500001,0.6703222656250001,4539
0.6703222656250001,0.6803125,6389
0.6803125,0.690302734375,2655
0.690302734375,0.70029296875,6060
0.70029296875,0.710283203125,2790
0.710283203125,0.7202734375000001,5292
0.7202734375000001,0.7302636718750001,3289
0.7302636718750001,0.74025390625,5215
0.74025390625,0.750244140625,3843
0.750244140625,0.760234375,4545
0.760234375,0.770224609375,3400
0.770224609375,0.78021484375,2923
0.78021484375,0.7902050781250001,5059
0.7902050781250001,0.8001953125000001,5199
0.8001953125000001,0.810185546875,3472
0.810185546875,0.82017578125,2618
0.82017578125,0.830166015625,4652
0.830166015625,0.84015625,2493
0.84015625,0.8501464843750001,3590
0.8501464843750001,0.8601367187500001,4677
0.8601367187500001,0.870126953125,3147
0.870126953125,0.8801171875,4471
0.8801171875,0.890107421875,2861
0.890107421875,0.90009765625,4810
0.90009765625,0.9100878906250001,1669
0.9100878906250001,0.9200781250000001,3826
0.9200781250000001,0.930068359375,4724
0.930068359375,0.94005859375,2159
0.94005859375,0.950048828125,4528
0.950048828125,0.9600390625,3007
0.9600390625,0.9700292968750001,3430
0.9700292968750001,0.9800195312500001,2420
0.9800195312500001,0.9900097656250001,2189
0.9900097656250001,1.0,9130
